station_a,station_b,distance_km,n_both_active_hours,n_offline_a,n_offline_b,n_both_offline,p_offline_a,p_offline_b,expected_both_offline_if_independent,cooccurrence_ratio
IJABAL15,ITRIPO32,162.36382305020854,3634,371,1898,258,0.10209135938359934,0.5222894881673088,193.76940011007156,1.33147958270729
IJABAL15,ITRIPO33,158.71363818620455,3959,390,636,226,0.09850972467794898,0.16064662793634757,62.65218489517556,3.6072165779712946
IJABAL15,IZAWIY5,148.41085407457933,4174,413,543,200,0.09894585529468136,0.1300910397700048,53.72759942501199,3.7224815949415624
IJABAL15,IZAWIY7,145.03991616850078,4139,413,472,270,0.09978255617298865,0.11403720705484416,47.097366513650634,5.732804612795995
IJABAL16,IJANZO2,82.74043195633655,4090,695,393,255,0.16992665036674817,0.0960880195599022,66.78117359413204,3.8184414300620566
IJABAL16,IJANZO3,78.22976463050499,4107,695,444,239,0.16922327733138545,0.10810810810810811,75.13513513513514,3.180935251798561
IJABAL16,IJANZO4,73.80588623782069,3479,672,2821,599,0.193158953722334,0.8108651911468813,544.9014084507041,1.099281430934657
IJABAL16,IMISRA12,207.98633522571532,3922,649,484,237,0.16547679755226924,0.12340642529321774,80.09077001529832,2.9591424823950385
IJABAL16,IMISRA13,161.35080793791008,4151,701,562,266,0.16887496988677428,0.13538906287641533,94.90773307636715,2.802722089947761
IJABAL16,IMURQU5,73.1029378670759,3859,701,978,321,0.18165327805130863,0.25343353200310964,177.65690593417983,1.8068534871305673
IJABAL16,IMURQU6,142.36341543760588,3512,642,1435,359,0.18280182232346243,0.4085990888382688,262.32061503416855,1.3685542783331706
IJABAL16,IMURQU7,119.59228519363526,4128,701,616,192,0.1698158914728682,0.14922480620155038,104.60658914728681,1.8354484317394448
IJABAL16,INALUT3,142.28768571697648,4104,695,1535,475,0.16934697855750488,0.37402534113060426,259.94761208576995,1.8272912614533783
IJABAL16,INUQAT10,93.47859065065364,4014,692,657,248,0.17239661185849528,0.16367713004484305,113.2645739910314,2.1895637025892785
IJABAL16,INUQAT8,125.32791185097162,4092,695,280,184,0.1698435972629521,0.06842619745845552,47.55620723362658,3.8691058581706073
IJABAL16,INUQAT9,83.59096518777272,4072,695,661,245,0.1706777996070727,0.16232809430255402,112.81802554027504,2.17163878579436
IJABAL16,ITAHLI1,48.943569302989175,4119,700,474,257,0.16994416120417577,0.11507647487254188,80.55353241077931,3.1904249547920434
IJABAL16,ITRIPO32,100.53365814284791,3634,636,1898,455,0.17501375894331314,0.5222894881673088,332.1761144744084,1.3697553200654775
IJABAL16,ITRIPO33,92.5394311854744,3959,693,636,251,0.17504420308158625,0.16064662793634757,111.32811315988886,2.2545967310118256
IJABAL16,IZAWIY5,79.97155026953111,4151,701,543,160,0.16887496988677428,0.13081185256564684,91.69910864851843,1.7448370257695531
IJABAL16,IZAWIY7,75.57731419235469,4139,701,472,198,0.16936458081662237,0.11403720705484416,79.94008214544574,2.476855098043957
IJANZO2,IJANZO3,13.207627050342301,4090,393,444,237,0.0960880195599022,0.10855745721271394,42.66308068459658,5.555154391032254
IJANZO2,IJANZO4,24.345954598116126,3479,369,2821,338,0.1060649611957459,0.8108651911468813,299.2092555331992,1.129644199667803
IJANZO2,IMISRA12,218.51808105509377,3922,352,484,199,0.08975012748597654,0.12340642529321774,43.439061703212644,4.581130259203607
IJANZO2,IMISRA13,157.28765464125686,4090,393,539,182,0.0960880195599022,0.13178484107579463,51.791442542787294,3.514094048445193
IJANZO2,IMURQU5,83.19799547005074,3798,393,954,167,0.10347551342812006,0.25118483412322273,98.71563981042654,1.691727879398915
IJANZO2,IMURQU6,118.3534640613056,3451,367,1429,243,0.10634598667053029,0.414082874529122,151.96841495218777,1.5990164803420008
IJANZO2,IMURQU7,109.03192876094745,4090,393,593,132,0.0960880195599022,0.1449877750611247,56.98019559902201,2.316594364275324
IJANZO2,INALUT3,176.27540892882357,4090,393,1522,280,0.0960880195599022,0.3721271393643032,146.24596577017115,1.914582727294005
IJANZO2,INUQAT10,63.01671834863055,4014,391,657,239,0.0974090682610862,0.16367713004484305,63.997757847533634,3.7345058333041377
IJANZO2,INUQAT8,96.06000790223798,4090,393,280,156,0.0960880195599022,0.06845965770171149,26.904645476772615,5.79825517993457
IJANZO2,INUQAT9,51.29099510223977,4072,393,661,225,0.09651277013752456,0.16232809430255402,63.79494106090373,3.5269254310494165
IJANZO2,ITAHLI1,35.52318861745028,4090,393,474,221,0.0960880195599022,0.1158924205378973,45.54572127139364,4.852266993053543
IJANZO2,ITRIPO32,37.577216410612856,3634,367,1898,281,0.10099064391854705,0.5222894881673088,191.68024215740232,1.4659831229201539
IJANZO2,ITRIPO33,17.129529684336465,3959,393,636,226,0.09926749179085628,0.16064662793634757,63.1341247789846,3.5796805735593
IJANZO2,IZAWIY5,39.01175846355564,4090,393,520,170,0.0960880195599022,0.1271393643031785,49.965770171149146,3.40232922293991
IJANZO2,IZAWIY7,19.375538956652985,4090,393,440,152,0.0960880195599022,0.10757946210268948,42.278728606356964,3.5951885264862367
IJANZO3,IJANZO4,33.84652484291196,3479,422,2821,378,0.12129922391491808,0.8108651911468813,342.1851106639839,1.1046652476097516
